最速下降法：
第1次迭代, f(x_1) = 0.7711096853451352, x1 = 0.1612617799292677, x2 = 0.0000000000000000
第5426次迭代, f(x_5426) = 0.0000001419960378, x1 = 0.9996231790212861, x2 = 0.9992463590460249
第5427次迭代, f(x_5427) = 0.0000001416790489, x1 = 0.9996240867617948, x2 = 0.9992463957558884
第5428次迭代, f(x_5428) = 0.0000001413627564, x1 = 0.9996240202395290, x2 = 0.9992480412650135
第5429次迭代, f(x_5429) = 0.0000001410471568, x1 = 0.9996249260061164, x2 = 0.9992480778666220
第5430次迭代, f(x_5430) = 0.0000001407323030, x1 = 0.9996248595825884, x2 = 0.9992497195324284
第5431次迭代, f(x_5431) = 0.0000001404181366, x1 = 0.9996257632739308, x2 = 0.9992497560789049
第5432次迭代, f(x_5432) = 0.0000001401046648, x1 = 0.9996256970447470, x2 = 0.9992513941027732
第5433次迭代, f(x_5433) = 0.0000001397919099, x1 = 0.9996265986979714, x2 = 0.9992514305779971
第5434次迭代, f(x_5434) = 0.0000001394798294, x1 = 0.9996265326261964, x2 = 0.9992530650843676
第5435次迭代, f(x_5435) = 0.0000001391684378, x1 = 0.9996274323346206, x2 = 0.9992531014441121
第5436次迭代, f(x_5436) = 0.0000001388577841, x1 = 0.9996273663514205, x2 = 0.9992547319844857
第5437次迭代, f(x_5437) = 0.0000001385478406, x1 = 0.9996282639901127, x2 = 0.9992547683281404
第5438次迭代, f(x_5438) = 0.0000001382386173, x1 = 0.9996281980719068, x2 = 0.9992563949669333
第5439次迭代, f(x_5439) = 0.0000001379300933, x1 = 0.9996290936284512, x2 = 0.9992564312687597
第5440次迭代, f(x_5440) = 0.0000001376222149, x1 = 0.9996290279184501, x2 = 0.9992580545463073
第5441次迭代, f(x_5441) = 0.0000001373150204, x1 = 0.9996299215122924, x2 = 0.9992580907146723
第5442次迭代, f(x_5442) = 0.0000001370084646, x1 = 0.9996298560437994, x2 = 0.9992597106628879
第5443次迭代, f(x_5443) = 0.0000001367025994, x1 = 0.9996307477310488, x2 = 0.9992597467063740
第5444次迭代, f(x_5444) = 0.0000001363974549, x1 = 0.9996306823295759, x2 = 0.9992613627342956
第5445次迭代, f(x_5445) = 0.0000001360930025, x1 = 0.9996315719862762, x2 = 0.9992613987514756
第5446次迭代, f(x_5446) = 0.0000001357892725, x1 = 0.9996315066308473, x2 = 0.9992630108673692
第5447次迭代, f(x_5447) = 0.0000001354862193, x1 = 0.9996323942133045, x2 = 0.9992630468484308
第5448次迭代, f(x_5448) = 0.0000001351838053, x1 = 0.9996323290743080, x2 = 0.9992646556442877
第5449次迭代, f(x_5449) = 0.0000001348820587, x1 = 0.9996332147101460, x2 = 0.9992646914937918
第5450次迭代, f(x_5450) = 0.0000001345809432, x1 = 0.9996331498104388, x2 = 0.9992662970282709
第5451次迭代, f(x_5451) = 0.0000001342804928, x1 = 0.9996340335771187, x2 = 0.9992663327437961
第5452次迭代, f(x_5452) = 0.0000001339807729, x1 = 0.9996339687279864, x2 = 0.9992679342923508
第5453次迭代, f(x_5453) = 0.0000001336817296, x1 = 0.9996348504402061, x2 = 0.9992679700028223
第5454次迭代, f(x_5454) = 0.0000001333833796, x1 = 0.9996347856743308, x2 = 0.9992695677640787
第5455次迭代, f(x_5455) = 0.0000001330857013, x1 = 0.9996356653510957, x2 = 0.9992696034286103
第5456次迭代, f(x_5456) = 0.0000001327886534, x1 = 0.9996356007824291, x2 = 0.9992711978379087
第5457次迭代, f(x_5457) = 0.0000001324922678, x1 = 0.9996364785721671, x2 = 0.9992712333846538
第5458次迭代, f(x_5458) = 0.0000001321965821, x1 = 0.9996364140788283, x2 = 0.9992728239683240
第5459次迭代, f(x_5459) = 0.0000001319015604, x1 = 0.9996372898182824, x2 = 0.9992728594813005
第5460次迭代, f(x_5460) = 0.0000001316071541, x1 = 0.9996372255427958, x2 = 0.9992744467763465
第5461次迭代, f(x_5461) = 0.0000001313134089, x1 = 0.9996380994136438, x2 = 0.9992744821670695
第5462次迭代, f(x_5462) = 0.0000001310203574, x1 = 0.9996380352032063, x2 = 0.9992760656585287
第5463次迭代, f(x_5463) = 0.0000001307279593, x1 = 0.9996389070428536, x2 = 0.9992761010106740
第5464次迭代, f(x_5464) = 0.0000001304361802, x1 = 0.9996388430412971, x2 = 0.9992776811867748
第5465次迭代, f(x_5465) = 0.0000001301450548, x1 = 0.9996397130044591, x2 = 0.9992777164253305
第5466次迭代, f(x_5466) = 0.0000001298546110, x1 = 0.9996396490820564, x2 = 0.9992792928531272
第5467次迭代, f(x_5467) = 0.0000001295648162, x1 = 0.9996405170329417, x2 = 0.9992793280483544
第5468次迭代, f(x_5468) = 0.0000001292756379, x1 = 0.9996404533086857, x2 = 0.9992809011804882
第5469次迭代, f(x_5469) = 0.0000001289871000, x1 = 0.9996413194012536, x2 = 0.9992809362577424
第5470次迭代, f(x_5470) = 0.0000001286992495, x1 = 0.9996412557480532, x2 = 0.9992825056140860
第5471次迭代, f(x_5471) = 0.0000001284120384, x1 = 0.9996421198194235, x2 = 0.9992825406571647
第5472次迭代, f(x_5472) = 0.0000001281254340, x1 = 0.9996420563794474, x2 = 0.9992841067727594
第5473次迭代, f(x_5473) = 0.0000001278394642, x1 = 0.9996429186105174, x2 = 0.9992841416935363
第5474次迭代, f(x_5474) = 0.0000001275541801, x1 = 0.9996428552316124, x2 = 0.9992857040550217
第5475次迭代, f(x_5475) = 0.0000001272695211, x1 = 0.9996437154601626, x2 = 0.9992857389369532
第5476次迭代, f(x_5476) = 0.0000001269854763, x1 = 0.9996436522896637, x2 = 0.9992872979353703
第5477次迭代, f(x_5477) = 0.0000001267020789, x1 = 0.9996445106160297, x2 = 0.9992873327306074
第5478次迭代, f(x_5478) = 0.0000001264193111, x1 = 0.9996444475663702, x2 = 0.9992888882060221
第5479次迭代, f(x_5479) = 0.0000001261371813, x1 = 0.9996453039693981, x2 = 0.9992889229274659
第5480次迭代, f(x_5480) = 0.0000001258556733, x1 = 0.9996452410613978, x2 = 0.9992904749821365
第5481次迭代, f(x_5481) = 0.0000001255747896, x1 = 0.9996460955802383, x2 = 0.9992905096125252
第5482次迭代, f(x_5482) = 0.0000001252945514, x1 = 0.9996460327854629, x2 = 0.9992920581060035
第5483次迭代, f(x_5483) = 0.0000001250149345, x1 = 0.9996468853659862, x2 = 0.9992920926747183
第5484次迭代, f(x_5484) = 0.0000001247359343, x1 = 0.9996468227356283, x2 = 0.9992936377564754
第5485次迭代, f(x_5485) = 0.0000001244575617, x1 = 0.9996476734198834, x2 = 0.9992936722447950
第5486次迭代, f(x_5486) = 0.0000001241798108, x1 = 0.9996476109182614, x2 = 0.9992952138826638
第5487次迭代, f(x_5487) = 0.0000001239026747, x1 = 0.9996484597151655, x2 = 0.9992952482884302
第5488次迭代, f(x_5488) = 0.0000001236261697, x1 = 0.9996483973396988, x2 = 0.9992967864341857
第5489次迭代, f(x_5489) = 0.0000001233502772, x1 = 0.9996492442253325, x2 = 0.9992968207716568
第5490次迭代, f(x_5490) = 0.0000001230749999, x1 = 0.9996491820015346, x2 = 0.9992983554773888
第5491次迭代, f(x_5491) = 0.0000001228003433, x1 = 0.9996500269848597, x2 = 0.9992983897443739
第5492次迭代, f(x_5492) = 0.0000001225262903, x1 = 0.9996499649053758, x2 = 0.9992999210780815
第5493次迭代, f(x_5493) = 0.0000001222528477, x1 = 0.9996508080279414, x2 = 0.9992999552560887
第5494次迭代, f(x_5494) = 0.0000001219800300, x1 = 0.9996507460618156, x2 = 0.9993014830801942
第5495次迭代, f(x_5495) = 0.0000001217078201, x1 = 0.9996515872728723, x2 = 0.9993015171968830
第5496次迭代, f(x_5496) = 0.0000001214362080, x1 = 0.9996515254662172, x2 = 0.9993030417030226
第5497次迭代, f(x_5497) = 0.0000001211651972, x1 = 0.9996523648340230, x2 = 0.9993030757265342
第5498次迭代, f(x_5498) = 0.0000001208948134, x1 = 0.9996523031310682, x2 = 0.9993045967433062
第5499次迭代, f(x_5499) = 0.0000001206250203, x1 = 0.9996531406050383, x2 = 0.9993046307012076
第5500次迭代, f(x_5500) = 0.0000001203558353, x1 = 0.9996530790560062, x2 = 0.9993061483144347
第5501次迭代, f(x_5501) = 0.0000001200872525, x1 = 0.9996539146449684, x2 = 0.9993061822045765
第5502次迭代, f(x_5502) = 0.0000001198192630, x1 = 0.9996538532430244, x2 = 0.9993076964714995
第5503次迭代, f(x_5503) = 0.0000001195518714, x1 = 0.9996546869824119, x2 = 0.9993077302784228
第5504次迭代, f(x_5504) = 0.0000001192850857, x1 = 0.9996546256998712, x2 = 0.9993092411274063
第5505次迭代, f(x_5505) = 0.0000001190188897, x1 = 0.9996554575716949, x2 = 0.9993092748623622
第5506次迭代, f(x_5506) = 0.0000001187532926, x1 = 0.9996553964285165, x2 = 0.9993107823373186
第5507次迭代, f(x_5507) = 0.0000001184882849, x1 = 0.9996562264414541, x2 = 0.9993108159982179
第5508次迭代, f(x_5508) = 0.0000001182238731, x1 = 0.9996561654328470, x2 = 0.9993123201089223
第5509次迭代, f(x_5509) = 0.0000001179600464, x1 = 0.9996569935955260, x2 = 0.9993123536936955
第5510次迭代, f(x_5510) = 0.0000001176968167, x1 = 0.9996569327167401, x2 = 0.9993138544498859
第5511次迭代, f(x_5511) = 0.0000001174341638, x1 = 0.9996577590377386, x2 = 0.9993138879564833
第5512次迭代, f(x_5512) = 0.0000001171721126, x1 = 0.9996576982892699, x2 = 0.9993153852395440
第5513次迭代, f(x_5513) = 0.0000001169106576, x1 = 0.9996585227048833, x2 = 0.9993154187020580
第5514次迭代, f(x_5514) = 0.0000001166497505, x1 = 0.9996584621396862, x2 = 0.9993169128457504
第5515次迭代, f(x_5515) = 0.0000001163894299, x1 = 0.9996592847889363, x2 = 0.9993169461968894
第5516次迭代, f(x_5516) = 0.0000001161297198, x1 = 0.9996592242927090, x2 = 0.9993184367615603
第5517次迭代, f(x_5517) = 0.0000001158705951, x1 = 0.9996600450249115, x2 = 0.9993184700789028
第5518次迭代, f(x_5518) = 0.0000001156120102, x1 = 0.9996599847292625, x2 = 0.9993199575596022
第5519次迭代, f(x_5519) = 0.0000001153540060, x1 = 0.9996608037117530, x2 = 0.9993199907616878
第5520次迭代, f(x_5520) = 0.0000001150966112, x1 = 0.9996607434766656, x2 = 0.9993214746684547
第5521次迭代, f(x_5521) = 0.0000001148397921, x1 = 0.9996615605507950, x2 = 0.9993215078368348
第5522次迭代, f(x_5522) = 0.0000001145835125, x1 = 0.9996615005146874, x2 = 0.9993229886887018
第5523次迭代, f(x_5523) = 0.0000001143278003, x1 = 0.9996623157976557, x2 = 0.9993230217356601
第5524次迭代, f(x_5524) = 0.0000001140726207, x1 = 0.9996622559828056, x2 = 0.9993244995620014
第5525次迭代, f(x_5525) = 0.0000001138180125, x1 = 0.9996630695318882, x2 = 0.9993245324923282
第5526次迭代, f(x_5526) = 0.0000001135640095, x1 = 0.9996630097740136, x2 = 0.9993260067340999
第5527次迭代, f(x_5527) = 0.0000001133105777, x1 = 0.9996638214692311, x2 = 0.9993260396411725
第5528次迭代, f(x_5528) = 0.0000001130577510, x1 = 0.9996637617542042, x2 = 0.9993275103494175
第5529次迭代, f(x_5529) = 0.0000001128054760, x1 = 0.9996645715752113, x2 = 0.9993275432145178
第5530次迭代, f(x_5530) = 0.0000001125537519, x1 = 0.9996645120444466, x2 = 0.9993290108021234
第5531次迭代, f(x_5531) = 0.0000001123025811, x1 = 0.9996653201075842, x2 = 0.9993290435692623
第5532次迭代, f(x_5532) = 0.0000001120520021, x1 = 0.9996652606640766, x2 = 0.9993305077164345
第5533次迭代, f(x_5533) = 0.0000001118019743, x1 = 0.9996660668698792, x2 = 0.9993305404375374
第5534次迭代, f(x_5534) = 0.0000001115524916, x1 = 0.9996660076013484, x2 = 0.9993320014822238
第5535次迭代, f(x_5535) = 0.0000001113035546, x1 = 0.9996668120655804, x2 = 0.9993320341015806
第5536次迭代, f(x_5536) = 0.0000001110552105, x1 = 0.9996667528802837, x2 = 0.9993334916078536
第5537次迭代, f(x_5537) = 0.0000001108074305, x1 = 0.9996675554376985, x2 = 0.9993335242102749
第5538次迭代, f(x_5538) = 0.0000001105601486, x1 = 0.9996674964755595, x2 = 0.9993349788173462
第5539次迭代, f(x_5539) = 0.0000001103134224, x1 = 0.9996682973073647, x2 = 0.9993350112836230
第5540次迭代, f(x_5540) = 0.0000001100672159, x1 = 0.9996682385330100, x2 = 0.9993364628352700
第5541次迭代, f(x_5541) = 0.0000001098215645, x1 = 0.9996690376387817, x2 = 0.9993364951984540
第5542次迭代, f(x_5542) = 0.0000001095764835, x1 = 0.9996689789394018, x2 = 0.9993379433180873
第5543次迭代, f(x_5543) = 0.0000001093319531, x1 = 0.9996697762010099, x2 = 0.9993379756394136
第5544次迭代, f(x_5544) = 0.0000001090879415, x1 = 0.9996697176803090, x2 = 0.9993394207213890
第5545次迭代, f(x_5545) = 0.0000001088444728, x1 = 0.9996705132318459, x2 = 0.9993394529359582
第5546次迭代, f(x_5546) = 0.0000001086015801, x1 = 0.9996704547797873, x2 = 0.9993408945507489
第5547次迭代, f(x_5547) = 0.0000001083592318, x1 = 0.9996712484728661, x2 = 0.9993409267349167
第5548次迭代, f(x_5548) = 0.0000001081173895, x1 = 0.9996711902190423, x2 = 0.9993423653690258
第5549次迭代, f(x_5549) = 0.0000001078760901, x1 = 0.9996719822178977, x2 = 0.9993423974428101
第5550次迭代, f(x_5550) = 0.0000001076353601, x1 = 0.9996719240242392, x2 = 0.9993438326292885
第5551次迭代, f(x_5551) = 0.0000001073951677, x1 = 0.9996727141810923, x2 = 0.9993438646687312
第5552次迭代, f(x_5552) = 0.0000001071554821, x1 = 0.9996726561766678, x2 = 0.9993452968918851
第5553次迭代, f(x_5553) = 0.0000001069163259, x1 = 0.9996734446549669, x2 = 0.9993453288173877
第5554次迭代, f(x_5554) = 0.0000001066777460, x1 = 0.9996733867041911, x2 = 0.9993467575676409
第5555次迭代, f(x_5555) = 0.0000001064396941, x1 = 0.9996741733316082, x2 = 0.9993467894675118
第5556次迭代, f(x_5556) = 0.0000001062021422, x1 = 0.9996741155862440, x2 = 0.9993482152620500
第5557次迭代, f(x_5557) = 0.0000001059651236, x1 = 0.9996749005271159, x2 = 0.9993482470562370
第5558次迭代, f(x_5558) = 0.0000001057286612, x1 = 0.9996748428471854, x2 = 0.9993496694719988
第5559次迭代, f(x_5559) = 0.0000001054927233, x1 = 0.9996756259785294, x2 = 0.9993497012241247
第5560次迭代, f(x_5560) = 0.0000001052572934, x1 = 0.9996755684718532, x2 = 0.9993511206693031
第5561次迭代, f(x_5561) = 0.0000001050223764, x1 = 0.9996763499321248, x2 = 0.9993511523122486
第5562次迭代, f(x_5562) = 0.0000001047880294, x1 = 0.9996762924894114, x2 = 0.9993525682320451
第5563次迭代, f(x_5563) = 0.0000001045542185, x1 = 0.9996770721182789, x2 = 0.9993525998780488
第5564次迭代, f(x_5564) = 0.0000001043209359, x1 = 0.9996770147589163, x2 = 0.9993540125978657
第5565次迭代, f(x_5565) = 0.0000001040881627, x1 = 0.9996777926600303, x2 = 0.9993540441673417
第5566次迭代, f(x_5566) = 0.0000001038559266, x1 = 0.9996777354176363, x2 = 0.9993554536281348
第5567次迭代, f(x_5567) = 0.0000001036242110, x1 = 0.9996785115347675, x2 = 0.9993554851513047
第5568次迭代, f(x_5568) = 0.0000001033929925, x1 = 0.9996784544574072, x2 = 0.9993568916205288
第5569次迭代, f(x_5569) = 0.0000001031622877, x1 = 0.9996792288978229, x2 = 0.9993569230458502
第5570次迭代, f(x_5570) = 0.0000001029321241, x1 = 0.9996791718982561, x2 = 0.9993583261781567
第5571次迭代, f(x_5571) = 0.0000001027024760, x1 = 0.9996799445417033, x2 = 0.9993583575678581
第5572次迭代, f(x_5572) = 0.0000001024733122, x1 = 0.9996798877253467, x2 = 0.9993597577625662
第5573次迭代, f(x_5573) = 0.0000001022446629, x1 = 0.9996806587073446, x2 = 0.9993597890509681
第5574次迭代, f(x_5574) = 0.0000001020165477, x1 = 0.9996806019606922, x2 = 0.9993611859275137
第5575次迭代, f(x_5575) = 0.0000001017889425, x1 = 0.9996813711614730, x2 = 0.9993612171765922
第5576次迭代, f(x_5576) = 0.0000001015618214, x1 = 0.9996813145895233, x2 = 0.9993626111324883
第5577次迭代, f(x_5577) = 0.0000001013352030, x1 = 0.9996820821439504, x2 = 0.9993626422768827
第5578次迭代, f(x_5578) = 0.0000001011091242, x1 = 0.9996820256356777, x2 = 0.9993640328859503
第5579次迭代, f(x_5579) = 0.0000001008835482, x1 = 0.9996827913978417, x2 = 0.9993640640006999
第5580次迭代, f(x_5580) = 0.0000001006584470, x1 = 0.9996827350806022, x2 = 0.9993654517400167
第5581次迭代, f(x_5581) = 0.0000001004338459, x1 = 0.9996834992113965, x2 = 0.9993654827467348
第5582次迭代, f(x_5582) = 0.0000001002097809, x1 = 0.9996834429521099, x2 = 0.9993668671049027
第5583次迭代, f(x_5583) = 0.0000000999862218, x1 = 0.9996842052763588, x2 = 0.9993668980932542
第5584次迭代, f(x_5584) = 0.0000000997631167, x1 = 0.9996841492274169, x2 = 0.9993682796364725
第5585次迭代, f(x_5585) = 0.0000000995405208, x1 = 0.9996849099351751, x2 = 0.9993683105134787
第5586次迭代, f(x_5586) = 0.0000000993184455, x1 = 0.9996848539342197, x2 = 0.9993696887472189
第5587次迭代, f(x_5587) = 0.0000000990968676, x1 = 0.9996856128807795, x2 = 0.9993697195872997
第5588次迭代, f(x_5588) = 0.0000000988757586, x1 = 0.9996855570566326, x2 = 0.9993710949228083
第5589次迭代, f(x_5589) = 0.0000000986551460, x1 = 0.9996863143667115, x2 = 0.9993711256656488
第5590次迭代, f(x_5590) = 0.0000000984350469, x1 = 0.9996862586150812, x2 = 0.9993724977544872
第5591次迭代, f(x_5591) = 0.0000000982154402, x1 = 0.9996870141792829, x2 = 0.9993725284568399
第5592次迭代, f(x_5592) = 0.0000000979963016, x1 = 0.9996869585962509, x2 = 0.9993738976640848
第5593次迭代, f(x_5593) = 0.0000000977776489, x1 = 0.9996877125386868, x2 = 0.9993739282659285
第5594次迭代, f(x_5594) = 0.0000000975595141, x1 = 0.9996876570226041, x2 = 0.9993752941923296
第5595次迭代, f(x_5595) = 0.0000000973418670, x1 = 0.9996884092048457, x2 = 0.9993753247649255
第5596次迭代, f(x_5596) = 0.0000000971246754, x1 = 0.9996883538766255, x2 = 0.9993766878639667
第5597次迭代, f(x_5597) = 0.0000000969079708, x1 = 0.9996891044517158, x2 = 0.9993767183328173
第5598次迭代, f(x_5598) = 0.0000000966917770, x1 = 0.9996890491828072, x2 = 0.9993780781693167
第5599次迭代, f(x_5599) = 0.0000000964760662, x1 = 0.9996897980128872, x2 = 0.9993781086053889
第5600次迭代, f(x_5600) = 0.0000000962608101, x1 = 0.9996897429237129, x2 = 0.9993794656307843
第5601次迭代, f(x_5601) = 0.0000000960460305, x1 = 0.9996904901080033, x2 = 0.9993794959577822
第5602次迭代, f(x_5602) = 0.0000000958316963, x1 = 0.9996904352260013, x2 = 0.9993808502228663
第5603次迭代, f(x_5603) = 0.0000000956178426, x1 = 0.9996911808245741, x2 = 0.9993808804413912
第5604次迭代, f(x_5604) = 0.0000000954044974, x1 = 0.9996911259927901, x2 = 0.9993822314096903
第5605次迭代, f(x_5605) = 0.0000000951916337, x1 = 0.9996918698874958, x2 = 0.9993822616094158
第5606次迭代, f(x_5606) = 0.0000000949792741, x1 = 0.9996918151000670, x2 = 0.9993836093514263
第5607次迭代, f(x_5607) = 0.0000000947673809, x1 = 0.9996925572797114, x2 = 0.9993836395114679
第5608次迭代, f(x_5608) = 0.0000000945559481, x1 = 0.9996925026604876, x2 = 0.9993849843661171
第5609次迭代, f(x_5609) = 0.0000000943449877, x1 = 0.9996932432148792, x2 = 0.9993850144435714
第5610次迭代, f(x_5610) = 0.0000000941345107, x1 = 0.9996931886873136, x2 = 0.9993863562194163
第5611次迭代, f(x_5611) = 0.0000000939244984, x1 = 0.9996939275704202, x2 = 0.9993863862393039
第5612次迭代, f(x_5612) = 0.0000000937149537, x1 = 0.9996938731782966, x2 = 0.9993877250585107
第5613次迭代, f(x_5613) = 0.0000000935058738, x1 = 0.9996946104230640, x2 = 0.9993877550063539
第5614次迭代, f(x_5614) = 0.0000000932972687, x1 = 0.9996945561405856, x2 = 0.9993890907990769
第5615次迭代, f(x_5615) = 0.0000000930891255, x1 = 0.9996952917286021, x2 = 0.9993891206860754
第5616次迭代, f(x_5616) = 0.0000000928814471, x1 = 0.9996952375757646, x2 = 0.9993904534935466
第5617次迭代, f(x_5617) = 0.0000000926742352, x1 = 0.9996959715142659, x2 = 0.9993904833180706
第5618次迭代, f(x_5618) = 0.0000000924674808, x1 = 0.9996959174854266, x2 = 0.9993918131939306
第5619次迭代, f(x_5619) = 0.0000000922611848, x1 = 0.9996966498070672, x2 = 0.9993918429416345
第5620次迭代, f(x_5620) = 0.0000000920553614, x1 = 0.9996965958787385, x2 = 0.9993931697656272
第5621次迭代, f(x_5621) = 0.0000000918499967, x1 = 0.9996973265365338, x2 = 0.9993931994619855
第5622次迭代, f(x_5622) = 0.0000000916450808, x1 = 0.9996972727513072, x2 = 0.9993945234075308
